client_id,client_type,loyalty_card,fuel_card,contract,fuel_type,tank_volume,avg_liters_per_visit,visits_per_month,avg_spend_per_visit,region
f916035e-682e-484e-946f-3ad51321bef1,Юридическое лицо,Нет,Да,Да,Дизель,145,95,11,12452,п. Брянск
c45333e4-6f57-4fbc-939e-60da3e52ff94,Физическое лицо,Да,Нет,Нет,Дизель,40,37,8,1594,к. Таганрог
f9b1f500-76da-4315-a397-dfd971572121,Физическое лицо,Да,Нет,Нет,Бензин,47,36,8,2793,г. Черкесск
bfc6a573-c6a6-493b-82cf-840f80f2aa01,Физическое лицо,Да,Нет,Нет,Бензин,44,50,5,3361,к. Красновишерск
86c389f5-7ab9-4ac3-aa49-63a311e09fba,Физическое лицо,Да,Нет,Нет,Бензин,54,38,8,3446,с. Ербогачен
de6ba37b-f897-4cdc-9517-36c81ee446a2,Физическое лицо,Да,Нет,Нет,Бензин,40,35,6,1759,ст. Верхоянск
4faebd08-4077-4a96-bb24-3a0b44fa0d54,Физическое лицо,Нет,Нет,Нет,Бензин,59,29,2,1564,клх Красногорск (Моск.)
f93de799-ae22-4cb7-8e75-ff17ccfa832f,Физическое лицо,Да,Нет,Нет,Бензин,64,45,6,3432,г. Юрьев-Польский
2ed6519a-6d9e-43d8-82f0-2cb8f6cbeebb,Физическое лицо,Да,Нет,Нет,Бензин,44,21,3,2242,клх Брянск
8c29a808-60ed-41ce-a050-797c206deb93,Физическое лицо,Да,Нет,Нет,Дизель,55,39,2,3654,с. Баргузин
b7bab1bd-713c-48e7-be96-b432e79ba19b,Юридическое лицо,Нет,Да,Да,Газ,96,112,9,14003,д. Минусинск
dedb9de6-aa4f-4b68-8945-822d7ffb4508,Физическое лицо,Да,Да,Нет,Бензин,61,31,4,3908,п. Можайск
79c3d5a0-1398-4e13-b329-4fa56f6c3b25,Физическое лицо,Нет,Нет,Нет,Бензин,62,44,6,3615,ст. Тайшет
3a5a3ec8-a7a3-47df-aa0e-4ea5226a07d0,Физическое лицо,Да,Нет,Нет,Бензин,65,21,6,2721,клх Верхний Баскунчак
3e7298e4-7386-4bdb-afd3-3fa1bf147395,Юридическое лицо,Нет,Да,Да,Дизель,144,115,5,13042,д. Алдан
15cee659-91ed-40dd-8710-b6ccaa342e9c,Физическое лицо,Да,Нет,Нет,Дизель,58,44,4,3780,п. Рязань
cba48851-427d-4fbe-8a34-8e8d5f395217,Физическое лицо,Да,Нет,Нет,Бензин,68,43,10,2815,п. Санкт-Петербург
91abdc72-4fe2-4d33-b49c-c04e307c6d49,Физическое лицо,Да,Нет,Нет,Дизель,58,25,6,1540,д. Верхотурье
76a0bb2c-3086-4216-b571-843db89c3109,Физическое лицо,Да,Нет,Нет,Бензин,52,33,7,1632,г. Тимашевск
9d08e979-f750-4648-8d9f-d08cff8cc358,Физическое лицо,Да,Да,Нет,Бензин,41,36,8,1754,г. Шумиха
f928e9ee-4940-468a-a5b4-91b22af8fdb2,Юридическое лицо,Нет,Да,Да,Дизель,93,87,13,5184,п. Южноуральск
f10ab439-7a14-477e-9f3b-609ff7bde13e,Юридическое лицо,Нет,Да,Да,Газ,119,117,18,12734,п. Уренгой
98bf1b3b-9413-4b69-afc4-669ec78bfd7f,Физическое лицо,Да,Нет,Нет,Бензин,51,35,7,1746,г. Наро-Фоминск
158d2aa6-76ec-434d-88b9-edcb4c2e0c32,Физическое лицо,Да,Нет,Нет,Дизель,60,28,2,1909,п. Нефтегорск (Самар.)
7effcb1f-a2a3-4c7c-a305-ca0c4d1fff4b,Физическое лицо,Нет,Нет,Нет,Бензин,48,36,4,2501,п. Троицко-Печорск
a6db8841-140c-4bf7-aa1f-72ea2bd90c9b,Физическое лицо,Да,Да,Нет,Бензин,65,31,10,2097,к. Куртамыш
f76b2785-31fb-4fef-a242-9f3173c96aa3,Физическое лицо,Да,Нет,Нет,Бензин,70,46,6,2969,д. Меренга
2cddbffd-b8e1-4e05-a562-6bb29f792e47,Физическое лицо,Нет,Нет,Нет,Бензин,68,36,9,2271,д. Троицк (Моск.)
bcf8c40d-228d-48d8-b415-33a3c9d6b06b,Юридическое лицо,Нет,Да,Да,Бензин,80,100,13,9037,ст. Костомукша
41eedac7-f902-438a-aa7b-13e9caeb9988,Физическое лицо,Да,Нет,Нет,Дизель,50,42,3,2053,д. Ясный (Оренб.)
84bb6238-44c3-4b11-b8a1-8ecf1f6d9cd7,Физическое лицо,Да,Нет,Нет,Бензин,60,25,5,2350,клх Мирный
6be914d3-d18d-43d4-a89c-cffbca1359b9,Физическое лицо,Да,Нет,Нет,Бензин,40,25,4,1517,с. Катав-Ивановск
2a1b2c6f-8d1d-4e2e-897d-c5d8ca6667e6,Юридическое лицо,Нет,Нет,Да,Дизель,81,99,17,11485,п. Гремячинск (Перм.)
03da6f34-9890-4d54-aad0-daea4f22d6a5,Физическое лицо,Да,Нет,Нет,Бензин,63,40,8,1982,ст. Нарым
5dcf35db-514a-4762-8f46-35bae2be363f,Физическое лицо,Да,Да,Нет,Бензин,58,48,9,3347,г. Рославль
44e2cf32-eeb9-47e3-ac8e-2af24b886a2b,Физическое лицо,Да,Нет,Нет,Бензин,55,22,3,2150,клх Якутск
1d10ce52-c2d0-4ac6-9f65-b6f3789abb7d,Физическое лицо,Да,Нет,Нет,Бензин,70,23,2,2706,с. Минеральные Воды
a160eeb5-896f-4ff8-acd7-76a2a9792264,Физическое лицо,Да,Да,Нет,Дизель,46,31,5,2414,д. Каргасок
413f637e-a9e6-48f8-a9e3-980fb74d2f44,Физическое лицо,Да,Да,Нет,Бензин,47,46,9,3727,д. Камышлов
dc2ca00a-7feb-4bad-a81b-d1b027233b6f,Физическое лицо,Да,Нет,Нет,Бензин,45,34,5,2762,г. Лагань
e6da04ce-a370-4687-a2f4-89cce697595c,Физическое лицо,Нет,Нет,Нет,Дизель,52,44,6,3511,ст. Минусинск
476ef566-c5a8-4a05-9bcd-84fae2cfcc2d,Физическое лицо,Да,Нет,Нет,Бензин,48,48,9,2844,с. Ясный (Оренб.)
b294f51a-9b1b-470f-a839-c01601310e66,Физическое лицо,Да,Нет,Нет,Бензин,57,22,4,3915,клх Хоста
e4daea0b-f8f5-467f-91b5-08903c1fa1f2,Физическое лицо,Нет,Нет,Нет,Бензин,43,26,6,1787,к. Асино
07aba0bf-cd14-4607-9611-4eb3548d53a8,Физическое лицо,Да,Нет,Нет,Бензин,53,39,3,1546,ст. Ухта
697180c9-d23d-408e-a979-8635bbeeefe7,Юридическое лицо,Нет,Да,Да,Дизель,132,109,10,7425,к. Курск
4e27e750-8da2-41b9-9dd6-1f54a4d64b50,Физическое лицо,Да,Нет,Нет,Бензин,60,48,3,2830,д. Грозный
b6b809a2-572b-4b4f-b10f-e0e9e63a1261,Физическое лицо,Да,Да,Нет,Бензин,51,41,2,3755,п. Камышин
4a7876bb-d613-482f-bf6a-912f37244dc5,Физическое лицо,Да,Нет,Нет,Дизель,45,32,10,3779,с. Ардон
c9cdec6e-e2d9-4be1-8e46-6be2af609c8e,Физическое лицо,Нет,Да,Нет,Бензин,53,20,6,2396,д. Агинское (Забайк.)
5fba3bed-a61f-413d-9ecf-fb7dbae2347c,Физическое лицо,Да,Нет,Нет,Бензин,47,42,7,1547,с. Кизел
a7d6dae4-905b-449b-a421-06c6560ffcc5,Физическое лицо,Нет,Нет,Нет,Бензин,56,24,8,3236,к. Ряжск
93acedbe-af77-4d56-857c-4ab354ca05a0,Физическое лицо,Да,Да,Нет,Бензин,61,50,3,1502,г. Меренга
1f09782a-7231-4a03-bb75-8cd83d1fb34c,Физическое лицо,Да,Нет,Нет,Дизель,44,36,4,2738,к. Миллерово
0c61d35f-e686-4d04-8d87-2340df23c0fb,Физическое лицо,Да,Нет,Нет,Бензин,64,47,3,3344,п. Владикавказ
7811953e-579f-464f-ae78-83015f3d5c13,Физическое лицо,Нет,Нет,Нет,Бензин,62,48,2,2853,ст. Нефтекамск
26edb5d5-8a1e-4081-a7e2-d88649b85286,Физическое лицо,Да,Да,Нет,Дизель,47,20,10,2097,с. Апшеронск
ada72d97-626c-4a39-a852-58ca1310c23b,Физическое лицо,Да,Да,Нет,Бензин,46,45,9,3912,к. Зеленогорск (Ленин.)
40b6546d-c6a0-4287-8679-bc20196cdb7b,Физическое лицо,Да,Нет,Нет,Бензин,63,44,3,1548,ст. Псков
5395fe69-76c0-4c84-b0b2-d6d9de167f97,Физическое лицо,Нет,Нет,Нет,Дизель,53,32,4,2545,п. Артем
75afd66a-9bc0-4489-a74e-17ca0a78e1f0,Юридическое лицо,Нет,Да,Да,Газ,90,77,6,10846,ст. Моздок
4062fc87-521a-4e5d-b242-6ac56a77a877,Физическое лицо,Да,Нет,Нет,Бензин,52,32,3,1966,г. Анива
2f17c977-c737-45bb-a82c-33aa897f6796,Физическое лицо,Да,Нет,Нет,Бензин,42,29,4,3561,д. Ребриха
b2755ec4-49cb-4f7f-9082-f3976257004e,Физическое лицо,Да,Нет,Нет,Бензин,43,34,8,3248,с. Нефтеюганск
8be5c7d0-99c9-462f-a532-2ad189354d7f,Физическое лицо,Да,Нет,Нет,Бензин,64,43,2,1742,п. Новосибирск
e02ba03f-bb4d-46ac-876e-ccf696125c5e,Физическое лицо,Да,Нет,Нет,Бензин,51,34,6,2955,д. Шаховская
b3ccafaf-e195-40c7-8316-ba8dc0591eb0,Физическое лицо,Нет,Нет,Нет,Дизель,46,41,7,2286,п. Углегорск
a20cc05e-4848-483d-95d7-c570a408a22c,Физическое лицо,Да,Нет,Нет,Дизель,56,49,2,3582,с. Добрянка
46879f2b-180f-4f42-a854-56c348e91e59,Юридическое лицо,Нет,Да,Да,Газ,102,106,20,10237,к. Ногинск (Моск.)
85c7dc5b-6ea9-49f9-8cf8-478092cfa2ad,Юридическое лицо,Нет,Да,Да,Дизель,140,107,8,12122,с. Ербогачен
4fc36cb1-65a3-4a31-a868-5f10c9c759bb,Юридическое лицо,Нет,Да,Да,Газ,138,112,12,10649,клх Обоянь
67fc6f75-52e7-4f5b-a4be-34bc32da85a3,Юридическое лицо,Нет,Да,Да,Дизель,87,75,9,13365,к. Шарья
ca624c1f-5320-4398-aa37-2ad15a06a1c6,Физическое лицо,Да,Нет,Нет,Бензин,63,33,4,3898,д. Ахтубинск
1218b64a-5dfb-4205-b889-02faa639c45c,Физическое лицо,Нет,Нет,Нет,Бензин,67,49,7,3976,д. Северодвинск
d8c73b61-aca0-410d-9915-f1ea5563e72b,Физическое лицо,Да,Нет,Нет,Бензин,61,21,9,2298,к. Санкт-Петербург
74130b93-f3aa-4634-a271-22dda3de64b8,Физическое лицо,Нет,Нет,Нет,Бензин,46,48,4,1760,клх Апрелевка
6c98e673-8af0-4117-8a9c-5109dc9c7158,Физическое лицо,Да,Да,Нет,Бензин,67,20,2,2139,п. Боровск
cbe55d1d-f09e-4dfe-98a0-0ebb0d806873,Физическое лицо,Нет,Нет,Нет,Бензин,56,49,5,3714,к. Кингисепп
c6940bfa-cf32-42a2-adf1-7a013ff752d0,Физическое лицо,Нет,Да,Нет,Бензин,49,35,4,3605,с. Оха
b45d7ce5-3ba3-4038-82e0-c0acc3c11627,Физическое лицо,Да,Нет,Нет,Бензин,50,31,9,3958,с. Чайковский
f2993495-3ddc-4588-a1cd-a978afc9da6e,Физическое лицо,Нет,Нет,Нет,Бензин,46,30,6,2892,д. Брянск
ae9adef9-2d6b-4313-ac22-3a37fc88c607,Физическое лицо,Да,Нет,Нет,Бензин,52,26,4,1986,г. Балашов
427f0448-ec1f-459c-abcb-a4ce924ae361,Юридическое лицо,Нет,Да,Да,Газ,140,71,8,5815,ст. Луховицы
15f7b733-b7b3-4d28-8e1f-c692769d5b68,Юридическое лицо,Нет,Да,Да,Дизель,133,66,9,9090,с. Эльтон
f34fbab7-58b8-459f-ad9d-ea5deae3f891,Юридическое лицо,Нет,Да,Да,Дизель,129,76,18,5974,к. Мелеуз
acb5624a-ce99-4422-ba7d-9bf75fc4edaa,Физическое лицо,Да,Да,Нет,Дизель,40,45,5,3507,д. Губкинский
c356e236-ee5d-414b-a25e-dfe46952961f,Физическое лицо,Да,Нет,Нет,Бензин,59,33,2,3972,ст. Губкин
3e8baa70-c00e-4978-80e7-17e4a88383d6,Физическое лицо,Да,Нет,Нет,Бензин,47,25,9,3805,д. Новая Игирма
78d617fd-323f-4a37-95d9-9f1e8ab60fd3,Физическое лицо,Да,Нет,Нет,Бензин,40,32,9,1555,д. Карачаевск
03add4df-a0b9-4e5d-8da4-b42f041cde1d,Физическое лицо,Нет,Нет,Нет,Бензин,62,32,6,2718,к. Фатеж
94ce103d-df7f-4bb2-9f29-286b13e61439,Физическое лицо,Нет,Нет,Нет,Бензин,53,42,4,2206,д. Уренгой
db68a031-7cce-4dbf-94ad-2382a6ce8a4c,Физическое лицо,Да,Нет,Нет,Бензин,69,31,4,1849,п. Магадан
6020659c-3f0b-4df2-ac45-e17e6f67753e,Юридическое лицо,Нет,Да,Да,Бензин,140,80,17,13931,к. Макушино
529e04fb-0634-4e63-8641-b3d9b81e865f,Физическое лицо,Нет,Нет,Нет,Дизель,70,31,5,1512,г. Далматово
94826cdd-979f-44ce-a8e3-e1c0c127f8f2,Физическое лицо,Да,Нет,Нет,Дизель,40,29,3,1924,ст. Валдай
18197487-b5d1-4199-be83-13e3aa1c69ed,Физическое лицо,Да,Нет,Нет,Бензин,51,20,3,1988,клх Мичуринск
7090caaf-138c-4561-a511-a46bc05ec723,Физическое лицо,Нет,Нет,Нет,Дизель,53,40,4,3454,п. Салават
ef5c4768-b4a0-47d6-92a2-14401e9e9a08,Физическое лицо,Да,Нет,Нет,Дизель,45,29,3,3689,г. Челюскин
c6ff9ae6-5d50-4aef-9481-850bc9678967,Физическое лицо,Да,Нет,Нет,Бензин,65,49,8,2688,клх Курильск
c3618368-8aca-45e7-ac44-858811ea69a5,Физическое лицо,Нет,Нет,Нет,Бензин,50,26,3,2871,г. Волхов
cea15f81-f933-4c48-9af9-2b89a9930268,Физическое лицо,Да,Да,Нет,Дизель,56,41,7,1971,г. Туруханск
476958a9-bb02-4b77-bc1a-788ed7bfc318,Физическое лицо,Да,Нет,Нет,Дизель,61,42,3,2426,г. Ельня
35802b7c-a909-4b98-a7e3-e61b7a358b54,Юридическое лицо,Нет,Да,Да,Дизель,113,69,8,7365,с. Александровск-Сахалинский
fd8925d6-b987-4fa7-8080-1b260efd9b16,Юридическое лицо,Нет,Да,Да,Бензин,108,60,15,6094,п. Палана
950d273d-857a-492f-a8c0-1aa57ae524df,Физическое лицо,Нет,Нет,Нет,Дизель,47,47,9,2910,с. Петропавловск-Камчатский
df401ad0-35e7-4ef1-95d4-efe2ca4d5e39,Физическое лицо,Да,Нет,Нет,Бензин,54,27,2,2611,к. Белокуриха
9fd689d5-dbf0-44c1-9fc1-a8f6d8d3d7ae,Физическое лицо,Нет,Нет,Нет,Дизель,50,27,3,3845,г. Южно-Сахалинск
c5408872-74f1-4c60-8522-2b101036c281,Юридическое лицо,Нет,Да,Да,Дизель,85,95,14,11518,г. Кингисепп
532d6a6b-c2a3-492e-a7b5-9322bd091f5c,Физическое лицо,Нет,Нет,Нет,Бензин,56,29,6,2393,к. Ершов
c33a06f4-1fba-4da5-9f2b-4a7902a8ab85,Юридическое лицо,Нет,Да,Да,Дизель,115,84,20,9443,клх Гдов
b8067d57-e105-4a98-b4db-d9b02201942c,Физическое лицо,Да,Нет,Нет,Бензин,70,41,7,3534,к. Пушкин
262455b2-6795-4462-89ab-a633994d1cef,Физическое лицо,Нет,Нет,Нет,Дизель,45,50,3,1807,клх Армавир
3fa562dd-6f2f-4aa7-892f-23516665819a,Физическое лицо,Да,Нет,Нет,Бензин,70,39,2,2559,п. Канск
e32bcc02-dfaf-428a-90b6-66dee7e1499a,Юридическое лицо,Нет,Нет,Да,Дизель,105,103,19,6893,клх Качканар
0aae68fb-381d-49f6-9211-37201065a927,Физическое лицо,Да,Нет,Нет,Дизель,49,33,6,3428,с. Бирск
2c1b69a3-54d4-4799-8ae2-38dc9c835c48,Юридическое лицо,Да,Да,Да,Газ,87,75,16,5244,п. Катайск
010a5b52-3e16-470b-85bb-224e4515b2e1,Физическое лицо,Да,Нет,Нет,Дизель,54,48,5,3878,клх Амурск
8186de19-05f8-40c2-b2c8-82b14fabbffd,Физическое лицо,Да,Да,Нет,Бензин,64,40,5,1928,ст. Рязань
6e9a7f2e-d576-45f1-8683-e3564952545e,Физическое лицо,Да,Да,Нет,Бензин,69,36,7,1658,клх Поронайск
6ee151fa-372b-4dd0-b4e1-5af6ed1e064a,Физическое лицо,Да,Нет,Нет,Бензин,48,30,4,3656,клх Малоярославец
6ff792df-517d-400e-9333-a099c065d34d,Физическое лицо,Нет,Нет,Нет,Бензин,48,40,7,3344,д. Горно-Алтайск
314ed81c-3178-45ad-abdd-b6f2b959c39b,Физическое лицо,Нет,Нет,Нет,Бензин,45,28,8,3637,д. Гремячинск (Бурят.)
70ff82d8-7b37-430c-8d10-bd5e5e2d501e,Физическое лицо,Да,Нет,Нет,Дизель,57,21,8,3378,ст. Моздок
547bf52b-98ad-492a-873b-f9a63c2963b9,Физическое лицо,Да,Нет,Нет,Бензин,70,29,10,3600,ст. Хатанга
fcb889bf-f85b-47e2-90e2-6a74ea04f1d5,Физическое лицо,Да,Нет,Нет,Бензин,63,24,6,2668,с. Черский
601b6433-7b5f-423e-9977-410226f20188,Физическое лицо,Да,Нет,Нет,Дизель,44,47,8,2315,клх Северобайкальск
8310e08a-4934-4700-addb-d9eba2ded8c5,Физическое лицо,Да,Да,Нет,Бензин,63,32,3,3468,клх Смоленск
97d9a749-7dbb-450f-a2ce-981d13f02164,Физическое лицо,Да,Нет,Нет,Дизель,59,45,7,2386,г. Троицк (Моск.)
9e75f1e9-913a-4970-888f-ba82011a93f1,Физическое лицо,Да,Нет,Нет,Дизель,52,39,6,3886,ст. Тура
e44da834-8e05-494a-82d9-4cf30f72a52d,Физическое лицо,Да,Нет,Нет,Дизель,58,20,10,3127,д. Комсомольск-на-Амуре
4fcb8cef-bd18-4154-9440-563e00ddc2a3,Физическое лицо,Да,Нет,Нет,Бензин,56,29,9,2277,г. Кисловодск
5f9103be-a4ba-4757-b5fc-efc0d1e1bc6b,Физическое лицо,Да,Нет,Нет,Бензин,51,44,3,3657,клх Печора
449831af-40b0-4137-a523-6e75fa2042bd,Физическое лицо,Да,Нет,Нет,Дизель,65,29,8,3531,д. Вуктыл
470d0aad-049b-4214-80e0-68fa665bf589,Физическое лицо,Да,Нет,Нет,Бензин,67,30,9,1610,с. Иркутск
3a1bee5e-ba81-4e26-adfc-a51e5d5bce16,Физическое лицо,Да,Нет,Нет,Бензин,70,41,5,2194,к. Белгород
564fc70e-5acc-42b2-b12b-db44c5542b7d,Физическое лицо,Да,Да,Нет,Бензин,64,36,3,2262,ст. Южно-Сахалинск
ce9feb70-db16-4229-8444-0c48581f3a7b,Юридическое лицо,Нет,Да,Да,Газ,126,88,12,12322,к. Суздаль
f7a4ce6c-098a-420c-a4f6-d6e3dc5848b6,Физическое лицо,Да,Нет,Нет,Бензин,63,45,3,2967,г. Александров
44f375ba-6e16-45a7-9f5f-efd8a029183d,Физическое лицо,Нет,Нет,Нет,Бензин,43,24,7,3363,п. Северобайкальск
daf9c484-3127-4835-be2b-2e31337adf42,Юридическое лицо,Нет,Да,Да,Бензин,101,102,19,10794,ст. Рыбинск
f972d065-09c8-4a04-b77e-6dc97691b797,Физическое лицо,Да,Нет,Нет,Дизель,46,41,5,2863,ст. Урюпинск
2daa174a-db01-4635-afbe-c30d6f82fee1,Физическое лицо,Нет,Нет,Нет,Бензин,59,33,7,2926,с. Черусти
006de338-7056-4b96-9ac6-98e292707a24,Юридическое лицо,Нет,Да,Да,Дизель,110,67,7,5875,г. Сосьва (Хант.)
1a84cce6-2ef5-4aa6-9b63-0699447d4f5a,Физическое лицо,Да,Да,Нет,Бензин,67,25,9,1825,г. Усть-Кулом
11f16aae-704b-41fe-97ae-ab0b23af8058,Физическое лицо,Нет,Нет,Нет,Бензин,69,45,9,3497,ст. Нефтекамск
eb2e9863-1ed6-46df-b4de-3914c4b40fcc,Физическое лицо,Да,Нет,Нет,Дизель,56,48,5,1683,с. Красная Поляна
94f63d19-cf24-4ae7-94cf-1d1783aa6c31,Физическое лицо,Да,Нет,Нет,Бензин,55,28,9,1816,к. Нижнеудинск
90228bf1-86ea-4ee0-95f5-239cc3f55dc3,Физическое лицо,Да,Нет,Нет,Бензин,63,27,4,1840,п. Владивосток
ea86cbf7-c7b4-4e1f-99cb-371d8aba0809,Физическое лицо,Да,Нет,Нет,Бензин,57,45,8,2521,ст. Шелагонцы
45af2c91-a95f-46b3-9ddd-88c3686b8410,Физическое лицо,Да,Нет,Нет,Бензин,43,40,7,3625,с. Нижний Тагил
a0f03358-36ff-4b1c-a25c-8af46862bd08,Физическое лицо,Да,Нет,Нет,Бензин,68,44,8,1729,клх Майкоп
5b3892f9-9b20-4ebf-8f29-dfc36a865d30,Физическое лицо,Да,Нет,Нет,Дизель,48,26,4,2219,к. Киренск
d7c95fb6-355f-4d9a-983e-7febc8328672,Физическое лицо,Да,Нет,Нет,Бензин,56,49,10,1913,к. Шадринск
67d8ee75-d9e4-4901-bbca-0bd5c028c3db,Физическое лицо,Да,Нет,Нет,Дизель,68,48,3,3546,с. Кетченеры
dee4f2b1-f26d-4604-bf0c-39bdb078e1c1,Физическое лицо,Нет,Нет,Нет,Бензин,68,42,5,1961,п. Кинешма
