client_id,client_type,loyalty_card,fuel_card,contract,fuel_type,tank_volume,avg_liters_per_visit,visits_per_month,avg_spend_per_visit,region,portrait_name,month,visits,liters,spend,increase_visits_on_bonus,responds_to_personal_recommendations,requires_fast_service,expects_vip_service,requires_reporting,prefers_eco_options,requires_education,prefers_regular_station,reaction_cluster,AB_group,spend_modified
17633a9d-ab17-4f90-a4bf-0fdf53f133fd,Юридическое лицо,Нет,Да,Да,Бензин,98,61,15,14250,клх Видное,Постоянный корпоративный клиент,5,1,41.07078542764729,2951.80753419944,0.0,0.0,0.0,0.0,0.9971305202703624,0.0,0.0,1.029465359080897,0,test,3234.056550998338
17633a9d-ab17-4f90-a4bf-0fdf53f133fd,Юридическое лицо,Нет,Да,Да,Бензин,98,61,15,14250,клх Видное,Постоянный корпоративный клиент,6,5,40.798416078194464,3625.9010935957067,0.0,0.0,0.0,0.0,1.0362525537078309,0.0,0.0,0.9880356213860614,0,test,3972.606292637417
27d6de02-4c62-4f84-a41f-4f16f3e42436,Юридическое лицо,Нет,Да,Да,Дизель,86,86,9,8146,п. Златоуст,Грузоперевозчик,1,2,42.85967317893169,3073.5858486500415,0.0,0.0,0.05893285575637926,0.0,0.052996694101604534,0.0,0.0,0.0,1,test,3367.4791915518035
27d6de02-4c62-4f84-a41f-4f16f3e42436,Юридическое лицо,Нет,Да,Да,Дизель,86,86,9,8146,п. Златоуст,Грузоперевозчик,2,5,30.422305351900597,3510.2751112858814,0.0,0.0,0.0,0.0,0.009995342098047092,0.0,0.0,0.0,1,control,3510.2751112858814
27d6de02-4c62-4f84-a41f-4f16f3e42436,Юридическое лицо,Нет,Да,Да,Дизель,86,86,9,8146,п. Златоуст,Грузоперевозчик,3,0,44.44531280276277,2879.9999541456777,0.0,0.0,0.0,0.0,0.010580053839018555,0.0,0.0,0.0,1,control,2879.9999541456777
27d6de02-4c62-4f84-a41f-4f16f3e42436,Юридическое лицо,Нет,Да,Да,Дизель,86,86,9,8146,п. Златоуст,Грузоперевозчик,4,3,43.288031683785185,3419.226660933531,0.0,0.0,0.02570597235459975,0.0,0.0,0.0,0.0,0.0,1,test,3746.169848143332
27d6de02-4c62-4f84-a41f-4f16f3e42436,Юридическое лицо,Нет,Да,Да,Дизель,86,86,9,8146,п. Златоуст,Грузоперевозчик,5,2,47.707768582270276,3265.117011709839,0.0,0.0,0.0,0.0,0.027574983922574996,0.0,0.0,0.0,1,test,3577.3243814692632
27d6de02-4c62-4f84-a41f-4f16f3e42436,Юридическое лицо,Нет,Да,Да,Дизель,86,86,9,8146,п. Златоуст,Грузоперевозчик,6,2,36.14318385708007,2764.825018033674,0.0,0.0,0.0,0.0,0.027342865309830173,0.0,0.0,0.0,1,test,3029.1949452459658
ac61bf3e-801b-43b3-b589-f815d955ac0a,Физическое лицо,Да,Да,Нет,Бензин,48,36,7,1993,клх Тайшет,Постоянный клиент,1,2,41.54939956262468,4199.0666786733955,0.1359564488253976,0.991522080166333,0.0,0.0,0.0,0.0,0.0,0.9724060161042349,0,test,4600.5774234618475
ac61bf3e-801b-43b3-b589-f815d955ac0a,Физическое лицо,Да,Да,Нет,Бензин,48,36,7,1993,клх Тайшет,Постоянный клиент,2,2,33.74047771621426,3788.977460534203,0.13472478559638076,0.9988868299976833,0.0,0.0,0.0,0.0,0.0,0.9636237530115258,0,control,3788.977460534203
ac61bf3e-801b-43b3-b589-f815d955ac0a,Физическое лицо,Да,Да,Нет,Бензин,48,36,7,1993,клх Тайшет,Постоянный клиент,3,3,34.046712646260694,3270.201356830889,0.06719896776387037,0.9753604067806986,0.0,0.0,0.0,0.0,0.0,1.009703445223016,0,test,3582.894886814127
ac61bf3e-801b-43b3-b589-f815d955ac0a,Физическое лицо,Да,Да,Нет,Бензин,48,36,7,1993,клх Тайшет,Постоянный клиент,4,4,49.34502375525713,2903.259569479931,0.10716611032966089,0.9362923847961849,0.0,0.0,0.0,0.0,0.0,0.9932076912177727,0,control,2903.259569479931
ac61bf3e-801b-43b3-b589-f815d955ac0a,Физическое лицо,Да,Да,Нет,Бензин,48,36,7,1993,клх Тайшет,Постоянный клиент,5,3,38.837846499748146,2866.5006288957206,0.030283736427305807,1.0058697598962387,0.0,0.0,0.0,0.0,0.0,0.9945965846305598,0,test,3140.5926808962136
ac61bf3e-801b-43b3-b589-f815d955ac0a,Физическое лицо,Да,Да,Нет,Бензин,48,36,7,1993,клх Тайшет,Постоянный клиент,6,4,38.008961896363,4619.418987335146,0.06921303531412193,1.0354379075048055,0.0,0.0,0.0,0.0,0.0,0.9870128228535923,0,test,5061.12341834952
50e67b3a-918f-4f31-a70a-0c7dead1aef2,Физическое лицо,Нет,Нет,Нет,Дизель,69,21,7,2781,г. Игарка,Постоянный клиент,1,4,45.64000393659789,2945.6460360111364,0.07047096277225778,0.987518836572911,0.0,0.0,0.0,0.0,0.0,0.9692495651766262,0,test,3227.305896238846
50e67b3a-918f-4f31-a70a-0c7dead1aef2,Физическое лицо,Нет,Нет,Нет,Дизель,69,21,7,2781,г. Игарка,Постоянный клиент,2,4,39.85795463087856,3357.4743237597168,0.08962442501185908,1.053247934658033,0.0,0.0,0.0,0.0,0.0,1.0257654996562642,0,test,3678.512811475934
50e67b3a-918f-4f31-a70a-0c7dead1aef2,Физическое лицо,Нет,Нет,Нет,Дизель,69,21,7,2781,г. Игарка,Постоянный клиент,3,3,37.36668178565923,3460.98639341556,0.0637292788199835,0.97595679643716,0.0,0.0,0.0,0.0,0.0,1.0194143991742965,0,control,3460.98639341556
50e67b3a-918f-4f31-a70a-0c7dead1aef2,Физическое лицо,Нет,Нет,Нет,Дизель,69,21,7,2781,г. Игарка,Постоянный клиент,4,0,32.34695041771786,3389.3996281597474,0.10998503206944626,0.9843128276842008,0.0,0.0,0.0,0.0,0.0,1.0607798114695812,0,control,3389.3996281597474
50e67b3a-918f-4f31-a70a-0c7dead1aef2,Физическое лицо,Нет,Нет,Нет,Дизель,69,21,7,2781,г. Игарка,Постоянный клиент,5,6,45.28006100678885,3747.937749139172,0.06867209940115973,0.9460154421261557,0.0,0.0,0.0,0.0,0.0,1.0668686828814906,0,control,3747.937749139172
50e67b3a-918f-4f31-a70a-0c7dead1aef2,Физическое лицо,Нет,Нет,Нет,Дизель,69,21,7,2781,г. Игарка,Постоянный клиент,6,6,36.784901904359565,3201.6551474115076,0.059343733693201124,1.0048162777013614,0.0,0.0,0.0,0.0,0.0,0.9778839006920355,0,control,3201.6551474115076
b8a80c80-1a50-4dc0-8b58-ba2788df1b68,Физическое лицо,Нет,Да,Нет,Бензин,65,48,8,3698,г. Батайск,Постоянный клиент,1,4,35.65388869391995,3741.926108795722,0.0638823145421542,1.0159304025330684,0.0,0.0,0.0,0.0,0.0,1.0264446571918242,0,control,3741.926108795722
b8a80c80-1a50-4dc0-8b58-ba2788df1b68,Физическое лицо,Нет,Да,Нет,Бензин,65,48,8,3698,г. Батайск,Постоянный клиент,2,4,31.96635504949593,4046.2599591307307,0.06432017652851252,0.9714332770795959,0.0,0.0,0.0,0.0,0.0,0.9589192954872154,0,control,4046.2599591307307
b8a80c80-1a50-4dc0-8b58-ba2788df1b68,Физическое лицо,Нет,Да,Нет,Бензин,65,48,8,3698,г. Батайск,Постоянный клиент,3,3,46.026863820387014,3256.0660102068987,0.11110766612883886,0.9342933879622718,0.0,0.0,0.0,0.0,0.0,1.0181484085201111,0,test,3567.407931848296
b8a80c80-1a50-4dc0-8b58-ba2788df1b68,Физическое лицо,Нет,Да,Нет,Бензин,65,48,8,3698,г. Батайск,Постоянный клиент,4,4,47.78402782341614,3175.7426668525395,0.12163000651427852,1.0366918266387266,0.0,0.0,0.0,0.0,0.0,1.018722480244168,0,control,3175.7426668525395
b8a80c80-1a50-4dc0-8b58-ba2788df1b68,Физическое лицо,Нет,Да,Нет,Бензин,65,48,8,3698,г. Батайск,Постоянный клиент,5,8,44.69349856526214,4352.571535966862,0.07005278599406864,1.0038141249481627,0.0,0.0,0.0,0.0,0.0,0.9740542832965212,0,test,4768.760268579031
b8a80c80-1a50-4dc0-8b58-ba2788df1b68,Физическое лицо,Нет,Да,Нет,Бензин,65,48,8,3698,г. Батайск,Постоянный клиент,6,2,32.8937320354416,3358.2219417527085,0.15038508450074517,0.9937383451897347,0.0,0.0,0.0,0.0,0.0,1.004530126184401,0,control,3358.2219417527085
96649b73-595c-4bf5-909b-40b87be9c596,Физическое лицо,Да,Да,Нет,Бензин,60,32,8,3759,п. Холмогоры,Постоянный клиент,1,1,38.287768761398034,3172.847540577444,0.13180960577486542,1.0286598024990394,0.0,0.0,0.0,0.0,0.0,0.9826227180500355,0,control,3172.847540577444
96649b73-595c-4bf5-909b-40b87be9c596,Физическое лицо,Да,Да,Нет,Бензин,60,32,8,3759,п. Холмогоры,Постоянный клиент,2,4,40.01152940081389,3510.1915629648174,0.08510667037122963,1.0040606697523358,0.0,0.0,0.0,0.0,0.0,1.017949510644401,0,test,3845.83272721549
96649b73-595c-4bf5-909b-40b87be9c596,Физическое лицо,Да,Да,Нет,Бензин,60,32,8,3759,п. Холмогоры,Постоянный клиент,3,1,35.095157212037925,3522.078015548325,0.07252800148222754,1.0236850731008018,0.0,0.0,0.0,0.0,0.0,1.0460860505090068,0,test,3858.8557510408727
96649b73-595c-4bf5-909b-40b87be9c596,Физическое лицо,Да,Да,Нет,Бензин,60,32,8,3759,п. Холмогоры,Постоянный клиент,4,5,40.51751827443205,4231.099796790977,0.08787893395810863,1.027980734716969,0.0,0.0,0.0,0.0,0.0,1.008982142334048,0,test,4635.673517735204
96649b73-595c-4bf5-909b-40b87be9c596,Физическое лицо,Да,Да,Нет,Бензин,60,32,8,3759,п. Холмогоры,Постоянный клиент,5,3,43.71498522088367,3966.1309909446045,0.030562182221437827,0.9797855232780414,0.0,0.0,0.0,0.0,0.0,1.0015596903008948,0,control,3966.1309909446045
96649b73-595c-4bf5-909b-40b87be9c596,Физическое лицо,Да,Да,Нет,Бензин,60,32,8,3759,п. Холмогоры,Постоянный клиент,6,4,40.72823904148043,3758.2268101102836,0.12200065529048472,1.0316919271272518,0.0,0.0,0.0,0.0,0.0,0.9853374984633714,0,control,3758.2268101102836
bcb93288-1404-42d5-9483-0fb2a4d2f938,Физическое лицо,Нет,Нет,Нет,Дизель,63,28,8,3667,д. Канск,Постоянный клиент,1,4,37.96490345424996,3451.3254159929024,0.05010238516458891,1.0038750078951846,0.0,0.0,0.0,0.0,0.0,1.020769072781585,0,test,3781.337855500155
bcb93288-1404-42d5-9483-0fb2a4d2f938,Физическое лицо,Нет,Нет,Нет,Дизель,63,28,8,3667,д. Канск,Постоянный клиент,2,3,46.8166566782854,3155.6072667033604,0.08476024332230137,1.046258179095386,0.0,0.0,0.0,0.0,0.0,1.0214314786510166,0,control,3155.6072667033604
bcb93288-1404-42d5-9483-0fb2a4d2f938,Физическое лицо,Нет,Нет,Нет,Дизель,63,28,8,3667,д. Канск,Постоянный клиент,3,7,46.120468132230826,3864.2913412407265,0.14645546617244387,1.058325918734838,0.0,0.0,0.0,0.0,0.0,0.9789777249720123,0,control,3864.2913412407265
bcb93288-1404-42d5-9483-0fb2a4d2f938,Физическое лицо,Нет,Нет,Нет,Дизель,63,28,8,3667,д. Канск,Постоянный клиент,4,1,34.441883150046294,2903.6664360005034,0.07673166284934003,1.0133110235832208,0.0,0.0,0.0,0.0,0.0,0.9663736963798717,0,control,2903.6664360005034
bcb93288-1404-42d5-9483-0fb2a4d2f938,Физическое лицо,Нет,Нет,Нет,Дизель,63,28,8,3667,д. Канск,Постоянный клиент,5,5,39.71699763852269,3244.335368418034,0.1557051927677638,1.0309903301053756,0.0,0.0,0.0,0.0,0.0,1.012143355874718,0,control,3244.335368418034
bcb93288-1404-42d5-9483-0fb2a4d2f938,Физическое лицо,Нет,Нет,Нет,Дизель,63,28,8,3667,д. Канск,Постоянный клиент,6,3,44.75205348073839,3638.0816548283615,0.14278357919567455,0.9762347777659532,0.0,0.0,0.0,0.0,0.0,1.0048248907279222,0,control,3638.0816548283615
9b4c7091-35e0-48f4-ac75-9f599bdb54bd,Физическое лицо,Да,Нет,Нет,Дизель,59,26,2,1775,с. Добрянка,Редкий клиент,1,5,39.80737449397968,3632.389161236728,0.1214013816548695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,test,3979.7147431087506
9b4c7091-35e0-48f4-ac75-9f599bdb54bd,Физическое лицо,Да,Нет,Нет,Дизель,59,26,2,1775,с. Добрянка,Редкий клиент,2,1,34.20584052538553,3556.4550474270136,0.12116424464074033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,control,3556.4550474270136
9b4c7091-35e0-48f4-ac75-9f599bdb54bd,Физическое лицо,Да,Нет,Нет,Дизель,59,26,2,1775,с. Добрянка,Редкий клиент,3,3,46.00315336735871,3206.6512028198804,0.18016388462411603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,test,3513.2681277808706
9b4c7091-35e0-48f4-ac75-9f599bdb54bd,Физическое лицо,Да,Нет,Нет,Дизель,59,26,2,1775,с. Добрянка,Редкий клиент,4,3,41.21065900551355,2533.88563043619,0.13917313751957283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,control,2533.88563043619
9b4c7091-35e0-48f4-ac75-9f599bdb54bd,Физическое лицо,Да,Нет,Нет,Дизель,59,26,2,1775,с. Добрянка,Редкий клиент,5,4,39.015448103310014,3810.154394965514,0.19614159191125735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,control,3810.154394965514
9b4c7091-35e0-48f4-ac75-9f599bdb54bd,Физическое лицо,Да,Нет,Нет,Дизель,59,26,2,1775,с. Добрянка,Редкий клиент,6,6,37.40916872881952,3323.032102241235,0.18158630110741258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,control,3323.032102241235
8dc4d2ea-a099-44dd-bf2c-7afa9d70970d,Физическое лицо,Да,Нет,Нет,Бензин,43,47,4,3851,п. Тихорецк,Постоянный клиент,1,4,37.7236797852331,3220.593334467666,0.15219434249678893,0.9898430936023591,0.0,0.0,0.0,0.0,0.0,0.9939279051333512,0,test,3528.543392739035
8dc4d2ea-a099-44dd-bf2c-7afa9d70970d,Физическое лицо,Да,Нет,Нет,Бензин,43,47,4,3851,п. Тихорецк,Постоянный клиент,2,1,40.916157405748656,3465.7414859699975,0.06257274753151752,1.046557124852587,0.0,0.0,0.0,0.0,0.0,1.0634359509473177,0,control,3465.7414859699975
8dc4d2ea-a099-44dd-bf2c-7afa9d70970d,Физическое лицо,Да,Нет,Нет,Бензин,43,47,4,3851,п. Тихорецк,Постоянный клиент,3,2,37.33504282162689,3858.239534943082,0.15584630799805113,1.0059149566095065,0.0,0.0,0.0,0.0,0.0,1.0278337461918425,0,test,4227.160713812445
8dc4d2ea-a099-44dd-bf2c-7afa9d70970d,Физическое лицо,Да,Нет,Нет,Бензин,43,47,4,3851,п. Тихорецк,Постоянный клиент,4,2,41.14555636544403,3182.829756421916,0.05858532450213797,0.938728233419962,0.0,0.0,0.0,0.0,0.0,0.9888186088602312,0,control,3182.829756421916
8dc4d2ea-a099-44dd-bf2c-7afa9d70970d,Физическое лицо,Да,Нет,Нет,Бензин,43,47,4,3851,п. Тихорецк,Постоянный клиент,5,8,52.87249879281856,3120.7963120871427,0.1198127624020272,1.0032872761090579,0.0,0.0,0.0,0.0,0.0,1.0384308114904037,0,control,3120.7963120871427
8dc4d2ea-a099-44dd-bf2c-7afa9d70970d,Физическое лицо,Да,Нет,Нет,Бензин,43,47,4,3851,п. Тихорецк,Постоянный клиент,6,3,38.93684164297375,3053.5551433696337,0.16936661849512513,1.0414847220916037,0.0,0.0,0.0,0.0,0.0,0.9959927104893399,0,control,3053.5551433696337
8d92d37c-399f-4c91-8218-655519df31c2,Физическое лицо,Нет,Нет,Нет,Дизель,61,24,4,2640,д. Шелагонцы,Экономный водитель,1,7,45.26079085164265,4010.1734142298897,0.11390667511011164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,test,4393.6223655066
8d92d37c-399f-4c91-8218-655519df31c2,Физическое лицо,Нет,Нет,Нет,Дизель,61,24,4,2640,д. Шелагонцы,Экономный водитель,2,4,35.293162864760404,3592.3821169632056,0.08250451358185296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,test,3935.8822634772637
8d92d37c-399f-4c91-8218-655519df31c2,Физическое лицо,Нет,Нет,Нет,Дизель,61,24,4,2640,д. Шелагонцы,Экономный водитель,3,7,37.62648609770281,3206.3151517569595,0.054675137144479184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,test,3512.8999438363153
8d92d37c-399f-4c91-8218-655519df31c2,Физическое лицо,Нет,Нет,Нет,Дизель,61,24,4,2640,д. Шелагонцы,Экономный водитель,4,3,46.78866208326437,3229.915327438685,0.14936503360693873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,control,3229.915327438685
8d92d37c-399f-4c91-8218-655519df31c2,Физическое лицо,Нет,Нет,Нет,Дизель,61,24,4,2640,д. Шелагонцы,Экономный водитель,5,2,38.27223381306899,3699.87660710161,0.06390446789121013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,test,4053.6552740819734
8d92d37c-399f-4c91-8218-655519df31c2,Физическое лицо,Нет,Нет,Нет,Дизель,61,24,4,2640,д. Шелагонцы,Экономный водитель,6,1,46.4936379391054,3935.0127246942297,0.044973478197527235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,test,4311.274882632423
8a2c949b-9955-4384-8648-6dbd8657ffdf,Физическое лицо,Нет,Нет,Нет,Бензин,55,23,9,3615,ст. Улан-Удэ,Постоянный клиент,1,2,30.667788285739658,3119.298248839437,0.08558436977198715,0.9676271618559715,0.0,0.0,0.0,0.0,0.0,1.0215887083275912,0,control,3119.298248839437
8a2c949b-9955-4384-8648-6dbd8657ffdf,Физическое лицо,Нет,Нет,Нет,Бензин,55,23,9,3615,ст. Улан-Удэ,Постоянный клиент,2,3,27.72008006201124,3303.1298990988957,0.11976460112918623,0.9918959614341206,0.0,0.0,0.0,0.0,0.0,0.9899226178387499,0,control,3303.1298990988957
8a2c949b-9955-4384-8648-6dbd8657ffdf,Физическое лицо,Нет,Нет,Нет,Бензин,55,23,9,3615,ст. Улан-Удэ,Постоянный клиент,3,4,43.25932452696295,3751.11245620358,0.0810035030823984,0.95128984413541,0.0,0.0,0.0,0.0,0.0,1.0106349289880825,0,control,3751.11245620358
8a2c949b-9955-4384-8648-6dbd8657ffdf,Физическое лицо,Нет,Нет,Нет,Бензин,55,23,9,3615,ст. Улан-Удэ,Постоянный клиент,4,4,41.84666230819406,3006.701866077671,0.11417794205336174,1.036867659382265,0.0,0.0,0.0,0.0,0.0,1.0368090842952131,0,control,3006.701866077671
8a2c949b-9955-4384-8648-6dbd8657ffdf,Физическое лицо,Нет,Нет,Нет,Бензин,55,23,9,3615,ст. Улан-Удэ,Постоянный клиент,5,2,40.02201853149184,2854.41763182242,0.06596252095147032,0.9907053977122658,0.0,0.0,0.0,0.0,0.0,1.0069843912601795,0,test,3127.3543191846666
8a2c949b-9955-4384-8648-6dbd8657ffdf,Физическое лицо,Нет,Нет,Нет,Бензин,55,23,9,3615,ст. Улан-Удэ,Постоянный клиент,6,5,38.347136933909674,3652.744033618822,0.13090569572944105,0.9351233967094257,0.0,0.0,0.0,0.0,0.0,1.0500050683088906,0,test,4002.015928944669
197c81d6-551d-44bc-b8b7-da86d0fa57d1,Физическое лицо,Да,Да,Нет,Бензин,59,31,6,2567,с. Светлогорск (Калин.),Постоянный клиент,1,5,37.25934989665002,3725.537584154803,0.07837187023784363,1.038142401220583,0.0,0.0,0.0,0.0,0.0,1.009285264991303,0,test,4081.769929249152
197c81d6-551d-44bc-b8b7-da86d0fa57d1,Физическое лицо,Да,Да,Нет,Бензин,59,31,6,2567,с. Светлогорск (Калин.),Постоянный клиент,2,5,42.46365871345252,2810.1487403961987,0.09146223368131652,0.9820400224750899,0.0,0.0,0.0,0.0,0.0,0.9781459590156839,0,test,3078.8524786467356
197c81d6-551d-44bc-b8b7-da86d0fa57d1,Физическое лицо,Да,Да,Нет,Бензин,59,31,6,2567,с. Светлогорск (Калин.),Постоянный клиент,3,4,33.923867344093956,3135.44724698421,0.06894628561017968,0.9541989199469573,0.0,0.0,0.0,0.0,0.0,0.9818244393973852,0,control,3135.44724698421
197c81d6-551d-44bc-b8b7-da86d0fa57d1,Физическое лицо,Да,Да,Нет,Бензин,59,31,6,2567,с. Светлогорск (Калин.),Постоянный клиент,4,3,39.8082049813699,3121.2018672531176,0.0691073820295922,0.9425382185427162,0.0,0.0,0.0,0.0,0.0,1.006164870059868,0,control,3121.2018672531176
197c81d6-551d-44bc-b8b7-da86d0fa57d1,Физическое лицо,Да,Да,Нет,Бензин,59,31,6,2567,с. Светлогорск (Калин.),Постоянный клиент,5,5,31.52193606511833,3239.2147166205923,0.08833826326075675,1.0721862924812826,0.0,0.0,0.0,0.0,0.0,0.963516325300493,0,control,3239.2147166205923
197c81d6-551d-44bc-b8b7-da86d0fa57d1,Физическое лицо,Да,Да,Нет,Бензин,59,31,6,2567,с. Светлогорск (Калин.),Постоянный клиент,6,2,41.529218438792476,3671.802670837178,0.1067013648179175,0.9818195690740446,0.0,0.0,0.0,0.0,0.0,0.9786268412293878,0,test,4022.8969348486808
41dd140a-b448-438c-9451-3e5574dd5044,Юридическое лицо,Нет,Да,Да,Бензин,90,101,5,7913,к. Гдов,Премиум-клиент,1,5,41.616488794420604,3503.33791139153,0.0,0.924178577135423,0.0,1.0400280104322333,0.0,0.0,0.0,0.0,0,control,3503.33791139153
41dd140a-b448-438c-9451-3e5574dd5044,Юридическое лицо,Нет,Да,Да,Бензин,90,101,5,7913,к. Гдов,Премиум-клиент,2,7,37.364487960598765,2997.9477347039074,0.0,1.0165016596239183,0.0,1.0430947809551738,0.0,0.0,0.0,0.0,0,control,2997.9477347039074
41dd140a-b448-438c-9451-3e5574dd5044,Юридическое лицо,Нет,Да,Да,Бензин,90,101,5,7913,к. Гдов,Премиум-клиент,3,5,44.547060650464886,2738.118646388895,0.0,1.01013406966496,0.0,1.0120666646833156,0.0,0.0,0.0,0.0,0,test,2999.934935854934
41dd140a-b448-438c-9451-3e5574dd5044,Юридическое лицо,Нет,Да,Да,Бензин,90,101,5,7913,к. Гдов,Премиум-клиент,4,4,38.55270029660491,3990.170349093887,0.0,0.9262210766638237,0.0,1.0081915910174268,0.0,0.0,0.0,0.0,0,control,3990.170349093887
41dd140a-b448-438c-9451-3e5574dd5044,Юридическое лицо,Нет,Да,Да,Бензин,90,101,5,7913,к. Гдов,Премиум-клиент,5,7,42.50509718072325,3991.7717024664084,0.0,0.983898754459017,0.0,0.9439951215837269,0.0,0.0,0.0,0.0,0,test,4373.461099641951
41dd140a-b448-438c-9451-3e5574dd5044,Юридическое лицо,Нет,Да,Да,Бензин,90,101,5,7913,к. Гдов,Премиум-клиент,6,3,41.566018489798566,3284.228035509613,0.0,1.039398975069208,0.0,0.9745239210559916,0.0,0.0,0.0,0.0,0,control,3284.228035509613
bec9f225-7981-47ea-bf55-67fd11f9f2ec,Физическое лицо,Да,Нет,Нет,Дизель,44,40,3,2030,к. Мытищи,Экономный водитель,1,7,36.80387942816395,3614.1817269127655,0.0909983798949549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,control,3614.1817269127655
bec9f225-7981-47ea-bf55-67fd11f9f2ec,Физическое лицо,Да,Нет,Нет,Дизель,44,40,3,2030,к. Мытищи,Экономный водитель,2,5,36.35082810086746,3296.990635942729,0.13119766261820903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,control,3296.990635942729
bec9f225-7981-47ea-bf55-67fd11f9f2ec,Физическое лицо,Да,Нет,Нет,Дизель,44,40,3,2030,к. Мытищи,Экономный водитель,3,3,45.66348239420827,2965.874218963771,0.12481993666511369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,control,2965.874218963771
bec9f225-7981-47ea-bf55-67fd11f9f2ec,Физическое лицо,Да,Нет,Нет,Дизель,44,40,3,2030,к. Мытищи,Экономный водитель,4,1,42.31299156742341,3322.7974129303702,0.06050833558380161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,test,3640.5201275571135
