client_id,client_type,loyalty_card,fuel_card,contract,fuel_type,tank_volume,avg_liters_per_visit,visits_per_month,avg_spend_per_visit,region,portrait_name
b294f51a-9b1b-470f-a839-c01601310e66,Физическое лицо,Да,Нет,Нет,Бензин,57,22,4,3915,клх Хоста,Эко-клиент
e4daea0b-f8f5-467f-91b5-08903c1fa1f2,Физическое лицо,Нет,Нет,Нет,Бензин,43,26,6,1787,к. Асино,Эко-клиент
07aba0bf-cd14-4607-9611-4eb3548d53a8,Физическое лицо,Да,Нет,Нет,Бензин,53,39,3,1546,ст. Ухта,Экономный водитель
697180c9-d23d-408e-a979-8635bbeeefe7,Юридическое лицо,Нет,Да,Да,Дизель,132,109,10,7425,к. Курск,Постоянный корпоративный клиент
4e27e750-8da2-41b9-9dd6-1f54a4d64b50,Физическое лицо,Да,Нет,Нет,Бензин,60,48,3,2830,д. Грозный,Эко-клиент
b6b809a2-572b-4b4f-b10f-e0e9e63a1261,Физическое лицо,Да,Да,Нет,Бензин,51,41,2,3755,п. Камышин,Эко-клиент
4a7876bb-d613-482f-bf6a-912f37244dc5,Физическое лицо,Да,Нет,Нет,Дизель,45,32,10,3779,с. Ардон,Постоянный клиент
c9cdec6e-e2d9-4be1-8e46-6be2af609c8e,Физическое лицо,Нет,Да,Нет,Бензин,53,20,6,2396,д. Агинское (Забайк.),Эко-клиент
5fba3bed-a61f-413d-9ecf-fb7dbae2347c,Физическое лицо,Да,Нет,Нет,Бензин,47,42,7,1547,с. Кизел,Постоянный клиент
a7d6dae4-905b-449b-a421-06c6560ffcc5,Физическое лицо,Нет,Нет,Нет,Бензин,56,24,8,3236,к. Ряжск,Постоянный клиент
93acedbe-af77-4d56-857c-4ab354ca05a0,Физическое лицо,Да,Да,Нет,Бензин,61,50,3,1502,г. Меренга,Эко-клиент
1f09782a-7231-4a03-bb75-8cd83d1fb34c,Физическое лицо,Да,Нет,Нет,Дизель,44,36,4,2738,к. Миллерово,Постоянный клиент
0c61d35f-e686-4d04-8d87-2340df23c0fb,Физическое лицо,Да,Нет,Нет,Бензин,64,47,3,3344,п. Владикавказ,Эко-клиент
7811953e-579f-464f-ae78-83015f3d5c13,Физическое лицо,Нет,Нет,Нет,Бензин,62,48,2,2853,ст. Нефтекамск,Эко-клиент
26edb5d5-8a1e-4081-a7e2-d88649b85286,Физическое лицо,Да,Да,Нет,Дизель,47,20,10,2097,с. Апшеронск,Постоянный клиент
ada72d97-626c-4a39-a852-58ca1310c23b,Физическое лицо,Да,Да,Нет,Бензин,46,45,9,3912,к. Зеленогорск (Ленин.),Постоянный клиент
40b6546d-c6a0-4287-8679-bc20196cdb7b,Физическое лицо,Да,Нет,Нет,Бензин,63,44,3,1548,ст. Псков,Эко-клиент
5395fe69-76c0-4c84-b0b2-d6d9de167f97,Физическое лицо,Нет,Нет,Нет,Дизель,53,32,4,2545,п. Артем,Постоянный клиент
75afd66a-9bc0-4489-a74e-17ca0a78e1f0,Юридическое лицо,Нет,Да,Да,Газ,90,77,6,10846,ст. Моздок,Постоянный корпоративный клиент
4062fc87-521a-4e5d-b242-6ac56a77a877,Физическое лицо,Да,Нет,Нет,Бензин,52,32,3,1966,г. Анива,Экономный водитель
2f17c977-c737-45bb-a82c-33aa897f6796,Физическое лицо,Да,Нет,Нет,Бензин,42,29,4,3561,д. Ребриха,Эко-клиент
b2755ec4-49cb-4f7f-9082-f3976257004e,Физическое лицо,Да,Нет,Нет,Бензин,43,34,8,3248,с. Нефтеюганск,Постоянный клиент
8be5c7d0-99c9-462f-a532-2ad189354d7f,Физическое лицо,Да,Нет,Нет,Бензин,64,43,2,1742,п. Новосибирск,Редкий клиент
e02ba03f-bb4d-46ac-876e-ccf696125c5e,Физическое лицо,Да,Нет,Нет,Бензин,51,34,6,2955,д. Шаховская,Постоянный клиент
b3ccafaf-e195-40c7-8316-ba8dc0591eb0,Физическое лицо,Нет,Нет,Нет,Дизель,46,41,7,2286,п. Углегорск,Постоянный клиент
a20cc05e-4848-483d-95d7-c570a408a22c,Физическое лицо,Да,Нет,Нет,Дизель,56,49,2,3582,с. Добрянка,Эко-клиент
46879f2b-180f-4f42-a854-56c348e91e59,Юридическое лицо,Нет,Да,Да,Газ,102,106,20,10237,к. Ногинск (Моск.),Грузоперевозчик
85c7dc5b-6ea9-49f9-8cf8-478092cfa2ad,Юридическое лицо,Нет,Да,Да,Дизель,140,107,8,12122,с. Ербогачен,Грузоперевозчик
4fc36cb1-65a3-4a31-a868-5f10c9c759bb,Юридическое лицо,Нет,Да,Да,Газ,138,112,12,10649,клх Обоянь,Грузоперевозчик
67fc6f75-52e7-4f5b-a4be-34bc32da85a3,Юридическое лицо,Нет,Да,Да,Дизель,87,75,9,13365,к. Шарья,Постоянный корпоративный клиент
ca624c1f-5320-4398-aa37-2ad15a06a1c6,Физическое лицо,Да,Нет,Нет,Бензин,63,33,4,3898,д. Ахтубинск,Постоянный клиент
1218b64a-5dfb-4205-b889-02faa639c45c,Физическое лицо,Нет,Нет,Нет,Бензин,67,49,7,3976,д. Северодвинск,Постоянный клиент
d8c73b61-aca0-410d-9915-f1ea5563e72b,Физическое лицо,Да,Нет,Нет,Бензин,61,21,9,2298,к. Санкт-Петербург,Постоянный клиент
74130b93-f3aa-4634-a271-22dda3de64b8,Физическое лицо,Нет,Нет,Нет,Бензин,46,48,4,1760,клх Апрелевка,Эко-клиент
6c98e673-8af0-4117-8a9c-5109dc9c7158,Физическое лицо,Да,Да,Нет,Бензин,67,20,2,2139,п. Боровск,Редкий клиент
cbe55d1d-f09e-4dfe-98a0-0ebb0d806873,Физическое лицо,Нет,Нет,Нет,Бензин,56,49,5,3714,к. Кингисепп,Постоянный клиент
c6940bfa-cf32-42a2-adf1-7a013ff752d0,Физическое лицо,Нет,Да,Нет,Бензин,49,35,4,3605,с. Оха,Постоянный клиент
b45d7ce5-3ba3-4038-82e0-c0acc3c11627,Физическое лицо,Да,Нет,Нет,Бензин,50,31,9,3958,с. Чайковский,Постоянный клиент
f2993495-3ddc-4588-a1cd-a978afc9da6e,Физическое лицо,Нет,Нет,Нет,Бензин,46,30,6,2892,д. Брянск,Постоянный клиент
ae9adef9-2d6b-4313-ac22-3a37fc88c607,Физическое лицо,Да,Нет,Нет,Бензин,52,26,4,1986,г. Балашов,Экономный водитель
427f0448-ec1f-459c-abcb-a4ce924ae361,Юридическое лицо,Нет,Да,Да,Газ,140,71,8,5815,ст. Луховицы,Корпоративный автопарк
15f7b733-b7b3-4d28-8e1f-c692769d5b68,Юридическое лицо,Нет,Да,Да,Дизель,133,66,9,9090,с. Эльтон,Корпоративный автопарк
f34fbab7-58b8-459f-ad9d-ea5deae3f891,Юридическое лицо,Нет,Да,Да,Дизель,129,76,18,5974,к. Мелеуз,Корпоративный автопарк
acb5624a-ce99-4422-ba7d-9bf75fc4edaa,Физическое лицо,Да,Да,Нет,Дизель,40,45,5,3507,д. Губкинский,Постоянный клиент
c356e236-ee5d-414b-a25e-dfe46952961f,Физическое лицо,Да,Нет,Нет,Бензин,59,33,2,3972,ст. Губкин,Эко-клиент
3e8baa70-c00e-4978-80e7-17e4a88383d6,Физическое лицо,Да,Нет,Нет,Бензин,47,25,9,3805,д. Новая Игирма,Постоянный клиент
78d617fd-323f-4a37-95d9-9f1e8ab60fd3,Физическое лицо,Да,Нет,Нет,Бензин,40,32,9,1555,д. Карачаевск,Постоянный клиент
03add4df-a0b9-4e5d-8da4-b42f041cde1d,Физическое лицо,Нет,Нет,Нет,Бензин,62,32,6,2718,к. Фатеж,Постоянный клиент
94ce103d-df7f-4bb2-9f29-286b13e61439,Физическое лицо,Нет,Нет,Нет,Бензин,53,42,4,2206,д. Уренгой,Постоянный клиент
db68a031-7cce-4dbf-94ad-2382a6ce8a4c,Физическое лицо,Да,Нет,Нет,Бензин,69,31,4,1849,п. Магадан,Экономный водитель
6020659c-3f0b-4df2-ac45-e17e6f67753e,Юридическое лицо,Нет,Да,Да,Бензин,140,80,17,13931,к. Макушино,Грузоперевозчик
529e04fb-0634-4e63-8641-b3d9b81e865f,Физическое лицо,Нет,Нет,Нет,Дизель,70,31,5,1512,г. Далматово,Эко-клиент
94826cdd-979f-44ce-a8e3-e1c0c127f8f2,Физическое лицо,Да,Нет,Нет,Дизель,40,29,3,1924,ст. Валдай,Экономный водитель
18197487-b5d1-4199-be83-13e3aa1c69ed,Физическое лицо,Да,Нет,Нет,Бензин,51,20,3,1988,клх Мичуринск,Экономный водитель
7090caaf-138c-4561-a511-a46bc05ec723,Физическое лицо,Нет,Нет,Нет,Дизель,53,40,4,3454,п. Салават,Постоянный клиент
ef5c4768-b4a0-47d6-92a2-14401e9e9a08,Физическое лицо,Да,Нет,Нет,Дизель,45,29,3,3689,г. Челюскин,Эко-клиент
c6ff9ae6-5d50-4aef-9481-850bc9678967,Физическое лицо,Да,Нет,Нет,Бензин,65,49,8,2688,клх Курильск,Постоянный клиент
c3618368-8aca-45e7-ac44-858811ea69a5,Физическое лицо,Нет,Нет,Нет,Бензин,50,26,3,2871,г. Волхов,Экономный водитель
cea15f81-f933-4c48-9af9-2b89a9930268,Физическое лицо,Да,Да,Нет,Дизель,56,41,7,1971,г. Туруханск,Постоянный клиент
476958a9-bb02-4b77-bc1a-788ed7bfc318,Физическое лицо,Да,Нет,Нет,Дизель,61,42,3,2426,г. Ельня,Эко-клиент
35802b7c-a909-4b98-a7e3-e61b7a358b54,Юридическое лицо,Нет,Да,Да,Дизель,113,69,8,7365,с. Александровск-Сахалинский,Корпоративный автопарк
fd8925d6-b987-4fa7-8080-1b260efd9b16,Юридическое лицо,Нет,Да,Да,Бензин,108,60,15,6094,п. Палана,Корпоративный автопарк
950d273d-857a-492f-a8c0-1aa57ae524df,Физическое лицо,Нет,Нет,Нет,Дизель,47,47,9,2910,с. Петропавловск-Камчатский,Постоянный клиент
df401ad0-35e7-4ef1-95d4-efe2ca4d5e39,Физическое лицо,Да,Нет,Нет,Бензин,54,27,2,2611,к. Белокуриха,Экономный водитель
9fd689d5-dbf0-44c1-9fc1-a8f6d8d3d7ae,Физическое лицо,Нет,Нет,Нет,Дизель,50,27,3,3845,г. Южно-Сахалинск,Эко-клиент
c5408872-74f1-4c60-8522-2b101036c281,Юридическое лицо,Нет,Да,Да,Дизель,85,95,14,11518,г. Кингисепп,Грузоперевозчик
532d6a6b-c2a3-492e-a7b5-9322bd091f5c,Физическое лицо,Нет,Нет,Нет,Бензин,56,29,6,2393,к. Ершов,Эко-клиент
c33a06f4-1fba-4da5-9f2b-4a7902a8ab85,Юридическое лицо,Нет,Да,Да,Дизель,115,84,20,9443,клх Гдов,Грузоперевозчик
b8067d57-e105-4a98-b4db-d9b02201942c,Физическое лицо,Да,Нет,Нет,Бензин,70,41,7,3534,к. Пушкин,Постоянный клиент
262455b2-6795-4462-89ab-a633994d1cef,Физическое лицо,Нет,Нет,Нет,Дизель,45,50,3,1807,клх Армавир,Эко-клиент
3fa562dd-6f2f-4aa7-892f-23516665819a,Физическое лицо,Да,Нет,Нет,Бензин,70,39,2,2559,п. Канск,Экономный водитель
e32bcc02-dfaf-428a-90b6-66dee7e1499a,Юридическое лицо,Нет,Нет,Да,Дизель,105,103,19,6893,клх Качканар,Корпоративный автопарк
0aae68fb-381d-49f6-9211-37201065a927,Физическое лицо,Да,Нет,Нет,Дизель,49,33,6,3428,с. Бирск,Постоянный клиент
2c1b69a3-54d4-4799-8ae2-38dc9c835c48,Юридическое лицо,Да,Да,Да,Газ,87,75,16,5244,п. Катайск,Корпоративный автопарк
010a5b52-3e16-470b-85bb-224e4515b2e1,Физическое лицо,Да,Нет,Нет,Дизель,54,48,5,3878,клх Амурск,Постоянный клиент
8186de19-05f8-40c2-b2c8-82b14fabbffd,Физическое лицо,Да,Да,Нет,Бензин,64,40,5,1928,ст. Рязань,Эко-клиент
6e9a7f2e-d576-45f1-8683-e3564952545e,Физическое лицо,Да,Да,Нет,Бензин,69,36,7,1658,клх Поронайск,Постоянный клиент
6ee151fa-372b-4dd0-b4e1-5af6ed1e064a,Физическое лицо,Да,Нет,Нет,Бензин,48,30,4,3656,клх Малоярославец,Постоянный клиент
6ff792df-517d-400e-9333-a099c065d34d,Физическое лицо,Нет,Нет,Нет,Бензин,48,40,7,3344,д. Горно-Алтайск,Постоянный клиент
314ed81c-3178-45ad-abdd-b6f2b959c39b,Физическое лицо,Нет,Нет,Нет,Бензин,45,28,8,3637,д. Гремячинск (Бурят.),Постоянный клиент
70ff82d8-7b37-430c-8d10-bd5e5e2d501e,Физическое лицо,Да,Нет,Нет,Дизель,57,21,8,3378,ст. Моздок,Постоянный клиент
547bf52b-98ad-492a-873b-f9a63c2963b9,Физическое лицо,Да,Нет,Нет,Бензин,70,29,10,3600,ст. Хатанга,Постоянный клиент
fcb889bf-f85b-47e2-90e2-6a74ea04f1d5,Физическое лицо,Да,Нет,Нет,Бензин,63,24,6,2668,с. Черский,Эко-клиент
601b6433-7b5f-423e-9977-410226f20188,Физическое лицо,Да,Нет,Нет,Дизель,44,47,8,2315,клх Северобайкальск,Постоянный клиент
8310e08a-4934-4700-addb-d9eba2ded8c5,Физическое лицо,Да,Да,Нет,Бензин,63,32,3,3468,клх Смоленск,Эко-клиент
97d9a749-7dbb-450f-a2ce-981d13f02164,Физическое лицо,Да,Нет,Нет,Дизель,59,45,7,2386,г. Троицк (Моск.),Постоянный клиент
9e75f1e9-913a-4970-888f-ba82011a93f1,Физическое лицо,Да,Нет,Нет,Дизель,52,39,6,3886,ст. Тура,Постоянный клиент
e44da834-8e05-494a-82d9-4cf30f72a52d,Физическое лицо,Да,Нет,Нет,Дизель,58,20,10,3127,д. Комсомольск-на-Амуре,Постоянный клиент
4fcb8cef-bd18-4154-9440-563e00ddc2a3,Физическое лицо,Да,Нет,Нет,Бензин,56,29,9,2277,г. Кисловодск,Постоянный клиент
5f9103be-a4ba-4757-b5fc-efc0d1e1bc6b,Физическое лицо,Да,Нет,Нет,Бензин,51,44,3,3657,клх Печора,Эко-клиент
